client,purchase_date,product,price
Jennifer Allen,2022-08-3,Phone,1200
Jennifer Allen,2022-08-13,TV,1335
Breanna Proctor,2022-08-28,coffee machine,2272
Breanna Proctor,2022-08-15,Phone,1029
Samantha Harris,2022-08-23,Vacuum cleaner,498
Samantha Harris,2022-08-29,Vacuum cleaner,339
Samantha Harris,2022-08-5,TV,2343
Emily Peterson,2022-08-11,coffee machine,252
Emily Peterson,2022-08-28,Laptop,2138
Emily Peterson,2022-08-23,coffee machine,4408
Shelly Fleming,2022-08-27,TV,1928
Shelly Fleming,2022-08-1,Phone,175
Michele Hoffman,2022-08-3,Phone,563
Joe Henderson,2022-08-21,TV,942
Pamela Colon,2022-08-18,Phone,1276
Christina Hudson,2022-08-23,Vacuum cleaner,185
Christina Hudson,2022-08-5,Vacuum cleaner,785
Aaron Powell,2022-08-12,Microwave oven,103
Aaron Powell,2022-08-16,Laptop,2900
Aaron Powell,2022-08-1,Phone,165
Debbie Williams,2022-08-19,Laptop,2655
Debbie Williams,2022-08-6,Microwave oven,485
Karen Brown,2022-08-19,Microwave oven,342
Karen Brown,2022-08-8,Vacuum cleaner,287
Karen Brown,2022-08-30,Phone,1139
Michael Galloway,2022-08-17,Microwave oven,320
Michael Galloway,2022-08-9,Phone,1042
Tonya Bryant,2022-08-4,Vacuum cleaner,698
Tonya Bryant,2022-08-1,coffee machine,484
Angela Chapman,2022-08-21,Vacuum cleaner,615
Angela Chapman,2022-08-7,coffee machine,3323
Devon Wilson,2022-08-17,Microwave oven,546
Devon Wilson,2022-08-22,coffee machine,277
Devon Wilson,2022-08-16,coffee machine,2762
Robert Peters,2022-08-11,Phone,1247
Robert Simpson,2022-08-16,Vacuum cleaner,499
Daniel Morris,2022-08-27,Phone,1372
Daniel Morris,2022-08-1,TV,2346
Lawrence Mason,2022-08-27,TV,2240
Lawrence Mason,2022-08-18,TV,985
Karen Stephens,2022-08-16,Laptop,1173
Karen Stephens,2022-08-29,Vacuum cleaner,201
Samantha Nguyen,2022-08-5,TV,691
Samantha Nguyen,2022-08-26,TV,2250
Anthony Boyer,2022-08-6,Vacuum cleaner,475
Anthony Boyer,2022-08-30,Phone,1164
Anthony Boyer,2022-08-25,TV,1590
Aaron Knight,2022-08-22,Phone,825
Robert Gilbert,2022-08-17,Laptop,2076
Melissa Guerra,2022-08-28,Phone,363
Melissa Guerra,2022-08-25,Vacuum cleaner,614
Devin Lopez,2022-08-27,TV,1975
Devin Lopez,2022-08-7,Phone,916
Daniel Miller,2022-08-3,coffee machine,2938
Daniel Miller,2022-08-16,TV,1782
Daniel Miller,2022-08-8,coffee machine,309
Michael Williams,2022-08-19,coffee machine,1024
Michael Williams,2022-08-2,Phone,1037
Scott Herman,2022-08-23,TV,1936
Scott Herman,2022-08-7,Microwave oven,292
David Howard,2022-08-28,Laptop,1123
David Howard,2022-08-18,Vacuum cleaner,151
Lori Brandt,2022-08-17,coffee machine,1097
Lori Brandt,2022-08-28,Laptop,2625
Lori Brandt,2022-08-7,TV,1416
James Bennett,2022-08-28,coffee machine,2662
Cheryl Blankenship,2022-08-23,Microwave oven,102
Katherine Ball,2022-08-27,Vacuum cleaner,505
Katherine Ball,2022-08-18,TV,893
Shane Hanson,2022-08-15,Laptop,1441
Shane Hanson,2022-08-1,coffee machine,3883
Shane Hanson,2022-08-28,Vacuum cleaner,194
Sonya Torres,2022-08-13,Laptop,2899
Sonya Torres,2022-08-4,Laptop,863
Tamara Pierce,2022-08-10,coffee machine,1801
Tamara Pierce,2022-08-12,TV,737
Tamara Pierce,2022-08-19,Microwave oven,212
Hannah Elliott,2022-08-4,TV,782
Hannah Elliott,2022-08-3,Laptop,3333
Hannah Elliott,2022-08-7,Vacuum cleaner,456
Samantha Mann,2022-08-27,coffee machine,2293
Katie King,2022-08-21,Phone,745
Katie King,2022-08-18,Phone,1313
Katie King,2022-08-22,TV,2353
Emily Meyer,2022-08-14,Laptop,2163
Dennis Sanchez,2022-08-3,Microwave oven,543
Jenna Vincent,2022-08-30,Laptop,1698
Frank Beck,2022-08-2,Phone,989
Frank Beck,2022-08-13,coffee machine,611
Frank Beck,2022-08-30,Vacuum cleaner,367
Tracy Kirk,2022-08-4,TV,512
Tracy Kirk,2022-08-10,Microwave oven,110
Tracy Kirk,2022-08-13,TV,539
Joe Cline,2022-08-26,Vacuum cleaner,176
Alan Romero,2022-08-8,Laptop,1513
Alan Romero,2022-08-4,TV,648
Alan Romero,2022-08-25,coffee machine,1884
Ian Garcia,2022-08-18,Vacuum cleaner,460
Matthew Baker,2022-08-24,coffee machine,2954
Matthew Baker,2022-08-14,coffee machine,185
Roger Ryan,2022-08-16,Vacuum cleaner,687
Roger Ryan,2022-08-27,Vacuum cleaner,414
Roger Ryan,2022-08-7,Laptop,529
Debra Flores,2022-08-5,Vacuum cleaner,486
Jordan Jacobson,2022-08-18,Phone,1475
Jordan Jacobson,2022-08-2,Microwave oven,502
Jordan Jacobson,2022-08-7,Vacuum cleaner,412
Tammy Washington,2022-08-4,Phone,514
Tammy Washington,2022-08-24,coffee machine,2076
Tammy Washington,2022-08-22,Phone,958
Janice Robinson,2022-08-7,Phone,524
Janice Robinson,2022-08-27,Microwave oven,227
Matthew Lang,2022-08-25,TV,1289
Matthew Lang,2022-08-30,Microwave oven,387
Matthew Lang,2022-08-8,coffee machine,4985
Andrea Pope,2022-08-6,TV,2139
Andrea Pope,2022-08-12,Microwave oven,254
Brian Lewis,2022-08-19,Microwave oven,272
Brian Lewis,2022-08-6,Vacuum cleaner,532
Corey Gonzalez,2022-08-12,TV,1006
Corey Gonzalez,2022-08-7,coffee machine,3064
Rachel Branch,2022-08-23,Microwave oven,526
Rachel Branch,2022-08-12,coffee machine,871
Tom Gonzalez,2022-08-1,Microwave oven,422
Tom Gonzalez,2022-08-9,TV,2438
Stephanie Park,2022-08-28,Vacuum cleaner,362
Karen Jones,2022-08-3,TV,1597
Karen Jones,2022-08-19,Microwave oven,171
Melissa Blackburn,2022-08-5,Microwave oven,128
Michelle Chen,2022-08-3,coffee machine,887
Michelle Chen,2022-08-27,Laptop,2862
Ricky Romero,2022-08-9,Phone,424
Christopher Benjamin,2022-08-8,coffee machine,2374
Christopher Benjamin,2022-08-25,coffee machine,4507
Christopher Benjamin,2022-08-7,TV,1103
Shannon Burns,2022-08-16,Laptop,2067
Shannon Burns,2022-08-1,Phone,673
Justin Webb,2022-08-10,Phone,621
Timothy Ware,2022-08-11,Laptop,1513
Timothy Ware,2022-08-3,Laptop,2797
Jacqueline Oneal,2022-08-3,Phone,1407
Jacqueline Oneal,2022-08-22,Laptop,3232
Jacqueline Oneal,2022-08-2,Phone,478
Kyle Wilcox,2022-08-27,TV,554
Kyle Wilcox,2022-08-9,TV,1129
Bryan Kelly,2022-08-5,Vacuum cleaner,509
Bryan Kelly,2022-08-21,coffee machine,4426
Lauren Larsen,2022-08-10,Vacuum cleaner,446
Lauren Larsen,2022-08-4,Microwave oven,343
Lauren Larsen,2022-08-28,Vacuum cleaner,790
Tara King,2022-08-4,TV,1395
Tara King,2022-08-9,Phone,1062
Tara King,2022-08-20,Laptop,2100
Kristy Rodriguez,2022-08-7,Microwave oven,308
Ernest Walker,2022-08-30,Laptop,2618
Kimberly Lopez,2022-08-10,Laptop,2001
Kara Grant,2022-08-30,Vacuum cleaner,583
Kara Grant,2022-08-2,Microwave oven,405
Wendy Lynch,2022-08-14,Phone,752
Wendy Lynch,2022-08-16,coffee machine,4646
Michael Edwards,2022-08-7,Vacuum cleaner,99
Michael Edwards,2022-08-8,coffee machine,744
Mark Martin,2022-08-21,coffee machine,4256
Mark Martin,2022-08-14,Laptop,595
Noah Morrow,2022-08-22,TV,1039
Erica Carpenter,2022-08-29,coffee machine,3188
Erica Carpenter,2022-08-3,TV,1415
Erica Carpenter,2022-08-26,TV,1051
Jill Rodriguez,2022-08-8,Phone,1168
Ebony Ramos,2022-08-7,Phone,871
Regina Bowman,2022-08-16,Laptop,3174
Brian Ponce,2022-08-5,Vacuum cleaner,268
Veronica Collier,2022-08-5,Phone,181
Veronica Collier,2022-08-3,Phone,1445
Bethany Greer,2022-08-8,Microwave oven,373
Bethany Greer,2022-08-15,Vacuum cleaner,325
Bethany Greer,2022-08-2,coffee machine,4509
Lauren Hawkins,2022-08-9,TV,1373
Lauren Hawkins,2022-08-3,Microwave oven,396
Justin Harrison,2022-08-3,Phone,537
Justin Harrison,2022-08-1,Laptop,780
Justin Harrison,2022-08-11,Vacuum cleaner,206
Teresa Bird,2022-08-6,TV,1901
Teresa Bird,2022-08-17,Phone,765
Donald Williams,2022-08-21,Phone,996
Karen Wilkins,2022-08-2,coffee machine,1290
Kaitlyn Olson,2022-08-8,Phone,559
Kaitlyn Olson,2022-08-1,Phone,1047
Desiree Johnson,2022-08-4,Microwave oven,499
Desiree Johnson,2022-08-21,Microwave oven,582
Ryan Stewart,2022-08-19,Laptop,3389
Sarah Daniels,2022-08-15,TV,767
Sarah Daniels,2022-08-17,Vacuum cleaner,533
Sarah Daniels,2022-08-24,Vacuum cleaner,406
Jose Johnson,2022-08-9,Vacuum cleaner,170
Jose Johnson,2022-08-21,TV,1377
Jose Johnson,2022-08-21,Laptop,3444
Linda Martinez,2022-08-23,TV,1287
Linda Martinez,2022-08-7,Vacuum cleaner,506
William Dominguez,2022-08-11,Vacuum cleaner,123
William Dominguez,2022-08-10,Microwave oven,168
Katherine Morris,2022-08-23,Microwave oven,470
Katherine Morris,2022-08-5,TV,2437
Fernando Galloway,2022-08-11,Microwave oven,240
Natalie Cook,2022-08-13,Microwave oven,228
Natalie Cook,2022-08-7,coffee machine,1973
Natalie Cook,2022-08-26,Phone,1137
Patrick Ochoa,2022-08-28,Laptop,624
Patrick Ochoa,2022-08-25,Phone,452
Shawn Pearson,2022-08-26,Laptop,3483
Shawn Pearson,2022-08-19,Microwave oven,498
Craig Arroyo,2022-08-14,coffee machine,1107
Craig Arroyo,2022-08-14,Vacuum cleaner,531
Craig Arroyo,2022-08-3,coffee machine,3491
April Brown,2022-08-8,Phone,161
Cynthia Rivera,2022-08-6,Laptop,2046
Rachel Robertson,2022-08-28,Vacuum cleaner,717
Amy Jones,2022-08-2,TV,2333
Kristen Walter,2022-08-9,Phone,721
Morgan Blanchard,2022-08-3,Laptop,815
Morgan Blanchard,2022-08-7,TV,1115
Morgan Blanchard,2022-08-22,Microwave oven,369
Aaron Gardner,2022-08-3,coffee machine,4427
Aaron Gardner,2022-08-8,Microwave oven,265
Kelsey Ramos,2022-08-18,Vacuum cleaner,570
Kelsey Ramos,2022-08-21,Microwave oven,465
Kelsey Ramos,2022-08-19,Microwave oven,324
Heather Henry,2022-08-26,Laptop,2875
Heather Henry,2022-08-18,TV,1614
Heather Henry,2022-08-21,TV,1716
Samantha Sullivan,2022-08-14,Microwave oven,569
Samantha Sullivan,2022-08-1,Vacuum cleaner,291
Samantha Sullivan,2022-08-14,Phone,159
Amy Lynch,2022-08-27,Vacuum cleaner,679
Edwin Garcia,2022-08-5,Microwave oven,308
Edwin Garcia,2022-08-7,coffee machine,2430
Debra Lee,2022-08-8,Vacuum cleaner,642
Leonard Rice,2022-08-22,coffee machine,562
Leonard Rice,2022-08-30,Laptop,2129
William Hays,2022-08-13,Vacuum cleaner,183
William Hays,2022-08-9,Phone,273
William Hays,2022-08-13,Laptop,1079
Carolyn Barnes,2022-08-17,Phone,599
Tanner Phillips,2022-08-1,Vacuum cleaner,503
Tanner Phillips,2022-08-12,Laptop,801
Mary Cooper,2022-08-4,Vacuum cleaner,634
Michelle Perkins,2022-08-16,Microwave oven,285
Michelle Perkins,2022-08-6,coffee machine,266
Michelle Perkins,2022-08-30,Microwave oven,191
Regina Gray,2022-08-16,Laptop,3366
Regina Gray,2022-08-10,Laptop,2248
Regina Gray,2022-08-26,Microwave oven,131
Nancy Rogers,2022-08-28,Laptop,1273
Nancy Rogers,2022-08-5,Vacuum cleaner,153
Nancy Rogers,2022-08-29,Vacuum cleaner,667
Shelby Woods,2022-08-10,Vacuum cleaner,585
Brian Hernandez,2022-08-3,Microwave oven,162
Brian Hernandez,2022-08-14,coffee machine,3687
Richard Anderson,2022-08-12,Laptop,1075
Richard Anderson,2022-08-1,TV,2354
Richard Anderson,2022-08-11,Phone,615
Jacob Torres,2022-08-17,coffee machine,1897
Logan Boyd,2022-08-10,TV,2424
Logan Boyd,2022-08-28,TV,2071
Logan Boyd,2022-08-20,TV,2083
Julie Torres,2022-08-13,Microwave oven,134
Julie Torres,2022-08-18,Microwave oven,384
Julie Torres,2022-08-24,TV,2165
Kenneth Thomas,2022-08-14,TV,1918
Christopher Crosby,2022-08-23,Phone,1352
Christopher Crosby,2022-08-1,Vacuum cleaner,753
Christopher Crosby,2022-08-10,Vacuum cleaner,629
Tanya Williams,2022-08-9,Vacuum cleaner,136
Tanya Williams,2022-08-10,TV,1107
Linda Maynard,2022-08-10,Laptop,3194
Madeline Adams,2022-08-22,Microwave oven,148
Leslie Smith,2022-08-15,coffee machine,2017
Shannon Garcia,2022-08-1,TV,2334
Shannon Garcia,2022-08-6,Microwave oven,166
Shannon Garcia,2022-08-26,TV,2151
Joshua Williams,2022-08-27,Vacuum cleaner,642
Kenneth Sanchez,2022-08-7,Vacuum cleaner,569
Annette Solis,2022-08-5,TV,1120
Kelly Nicholson,2022-08-17,Phone,747
Kelly Nicholson,2022-08-9,Microwave oven,528
Kelly Nicholson,2022-08-29,Microwave oven,416
Bradley Hayes,2022-08-18,Vacuum cleaner,340
Bradley Hayes,2022-08-22,Phone,923
Bradley Hayes,2022-08-24,coffee machine,723
Sherri Harvey,2022-08-11,TV,763
Sherri Harvey,2022-08-14,Phone,291
Sherri Harvey,2022-08-24,coffee machine,2368
Aaron Miller,2022-08-29,Laptop,1763
Aaron Miller,2022-08-19,Microwave oven,255
Aaron Miller,2022-08-10,TV,1569
Maria Bullock,2022-08-27,Vacuum cleaner,276
Ashley May,2022-08-30,coffee machine,438
Ashley May,2022-08-10,coffee machine,1811
Ashley May,2022-08-9,Microwave oven,531
Michele Warren,2022-08-23,coffee machine,1426
Michele Warren,2022-08-3,Microwave oven,241
Michele Warren,2022-08-6,Phone,268
Jessica Palmer,2022-08-30,Vacuum cleaner,431
Felicia Nelson,2022-08-5,TV,658
Felicia Nelson,2022-08-23,coffee machine,3106
Brian Smith,2022-08-12,Vacuum cleaner,105
Brian Smith,2022-08-27,coffee machine,615
Shelly Cooper,2022-08-11,coffee machine,4970
Shelly Cooper,2022-08-4,Laptop,2387
Patrick Mercado,2022-08-15,Laptop,3496
Patrick Mercado,2022-08-18,Vacuum cleaner,573
Patrick Mercado,2022-08-16,Phone,1486
Clayton Garcia,2022-08-1,Vacuum cleaner,403
Ronnie Johnson,2022-08-20,Vacuum cleaner,231
Ronnie Johnson,2022-08-7,Phone,793
Ronnie Johnson,2022-08-5,TV,902
Todd Armstrong,2022-08-25,TV,1785
Todd Armstrong,2022-08-22,coffee machine,4129
Todd Armstrong,2022-08-11,Phone,701
Sean Webster,2022-08-25,TV,504
Sean Webster,2022-08-21,TV,1261
Sean Webster,2022-08-22,Phone,1012
Stephen Hardin,2022-08-19,Vacuum cleaner,305
Lisa Kelly,2022-08-27,Microwave oven,108
Lisa Kelly,2022-08-23,Vacuum cleaner,379
Cynthia Carpenter,2022-08-12,Vacuum cleaner,268
Cynthia Carpenter,2022-08-30,Vacuum cleaner,697
Kimberly Sanchez,2022-08-11,Phone,679
Kimberly Sanchez,2022-08-6,TV,1767
Kimberly Sanchez,2022-08-7,Vacuum cleaner,324
Stephen Craig,2022-08-1,coffee machine,1447
Stephen Craig,2022-08-12,coffee machine,1619
Stephen Craig,2022-08-24,coffee machine,550
Alexis Moore,2022-08-3,Laptop,1161
Alexis Moore,2022-08-11,Microwave oven,476
Amy Fletcher,2022-08-19,Microwave oven,141
Amy Fletcher,2022-08-1,Microwave oven,266
Amy Fletcher,2022-08-11,TV,2262
Christine Jones,2022-08-19,Vacuum cleaner,468
Christine Jones,2022-08-20,Phone,715
Christine Jones,2022-08-26,Microwave oven,390
Tina Mann,2022-08-7,coffee machine,2320
Alexandra Murray,2022-08-25,coffee machine,142
Alexandra Murray,2022-08-29,Microwave oven,114
Alexandra Murray,2022-08-6,TV,653
Richard Saunders,2022-08-26,Vacuum cleaner,586
Richard Saunders,2022-08-25,Microwave oven,148
Nicholas Thompson,2022-08-26,Laptop,2752
Nicholas Thompson,2022-08-6,coffee machine,3887
Nicholas Thompson,2022-08-6,Phone,1103
Ryan Hughes,2022-08-13,TV,1455
Ryan Hughes,2022-08-2,Microwave oven,140
Ryan Hughes,2022-08-27,Vacuum cleaner,677
Matthew Summers,2022-08-6,coffee machine,3700
Jon Stokes,2022-08-4,Phone,851
Jon Stokes,2022-08-16,Phone,1000
Jon Stokes,2022-08-4,Microwave oven,580
Jessica Ramirez,2022-08-6,TV,2280
David Salazar,2022-08-14,TV,1511
David Salazar,2022-08-20,Microwave oven,169
David Salazar,2022-08-24,coffee machine,233
William Delacruz,2022-08-4,coffee machine,3401
Melissa Perez,2022-08-20,coffee machine,2131
Elaine Thomas,2022-08-4,Laptop,1994
Elaine Thomas,2022-08-11,Phone,412
Joshua Butler,2022-08-2,Microwave oven,536
Michael Romero,2022-08-5,TV,1686
Michael Romero,2022-08-11,coffee machine,4917
Michael Romero,2022-08-17,Vacuum cleaner,236
Donald Ward,2022-08-27,Vacuum cleaner,736
Tom Robinson,2022-08-23,Laptop,681
Tom Robinson,2022-08-9,Laptop,3339
Alicia Morrison,2022-08-9,Phone,651
Alicia Morrison,2022-08-10,Microwave oven,311
Derrick Zhang,2022-08-24,Microwave oven,108
Derrick Zhang,2022-08-26,coffee machine,4003
James Alexander,2022-08-9,Laptop,3287
James Alexander,2022-08-28,Laptop,566
Michael Schroeder,2022-08-1,Phone,1123
Michael Schroeder,2022-08-24,TV,1257
Michael Schroeder,2022-08-21,Laptop,2994
Debbie Fernandez,2022-08-21,Vacuum cleaner,278
Gina Roberts,2022-08-28,TV,861
Gina Roberts,2022-08-10,Phone,354
Gina Roberts,2022-08-28,Laptop,2793
April Robbins,2022-08-28,Microwave oven,477
Robert Mcclure,2022-08-14,Vacuum cleaner,472
Robert Mcclure,2022-08-27,Laptop,2802
Robert Mcclure,2022-08-3,TV,1988
David Rodriguez,2022-08-30,Phone,779
David Rodriguez,2022-08-25,Vacuum cleaner,505
David Rodriguez,2022-08-13,Vacuum cleaner,435
Sonya Bowers,2022-08-2,Vacuum cleaner,334
Sonya Bowers,2022-08-11,TV,1077
Sonya Bowers,2022-08-29,Microwave oven,127
Donald Harper,2022-08-16,Phone,819
Donald Harper,2022-08-19,TV,1759
Eric Stone,2022-08-23,TV,1750
Richard Carroll,2022-08-10,Laptop,509
Richard Carroll,2022-08-4,Laptop,1778
Richard Carroll,2022-08-14,coffee machine,3265
Bruce Jimenez,2022-08-23,TV,2096
Bruce Jimenez,2022-08-10,TV,963
Charles Wagner,2022-08-7,Laptop,1422
Charles Wagner,2022-08-25,Laptop,1672
Austin Williams,2022-08-1,Vacuum cleaner,148
Benjamin Gonzalez,2022-08-28,Laptop,1950
Benjamin Gonzalez,2022-08-21,Vacuum cleaner,471
Benjamin Gonzalez,2022-08-5,Phone,1101
Taylor Little,2022-08-25,Vacuum cleaner,302
Vanessa Brown,2022-08-28,Microwave oven,505
Vanessa Brown,2022-08-10,TV,1737
Jodi Stark,2022-08-23,coffee machine,3252
Jodi Stark,2022-08-8,Laptop,2058
Jodi Stark,2022-08-14,TV,2160
Kristen Tran,2022-08-22,Phone,781
Kristen Tran,2022-08-20,Laptop,1025
Nicole Santana,2022-08-10,coffee machine,841
Shelby Blair,2022-08-28,Laptop,2285
Jessica Armstrong,2022-08-21,coffee machine,2826
Jessica Armstrong,2022-08-20,TV,1468
Jessica Armstrong,2022-08-13,TV,1855
Cynthia Jones,2022-08-30,coffee machine,497
Cynthia Jones,2022-08-6,TV,2483
Cynthia Jones,2022-08-14,Vacuum cleaner,792
Karen Stanley,2022-08-14,Laptop,3375
Karen Stanley,2022-08-3,Phone,499
Abigail Ochoa,2022-08-10,coffee machine,242
Abigail Ochoa,2022-08-27,coffee machine,1443
Abigail Ochoa,2022-08-13,coffee machine,1136
John Davis,2022-08-4,Laptop,3360
Steven Crawford,2022-08-6,Laptop,1293
Steven Crawford,2022-08-30,Vacuum cleaner,462
Steven Crawford,2022-08-4,Microwave oven,419
Michael Harris,2022-08-14,TV,2252
Michael Harris,2022-08-11,Phone,670
Michael Harris,2022-08-26,coffee machine,4289
Tiffany Nash,2022-08-12,Phone,286
Deborah Baker,2022-08-22,Microwave oven,430
Jason Thornton,2022-08-21,TV,1740
Jason Thornton,2022-08-3,TV,1547
Jason Thornton,2022-08-2,Microwave oven,256
Stephen Garcia,2022-08-30,TV,1683
Stephen Garcia,2022-08-14,Microwave oven,302
Stephen Garcia,2022-08-27,TV,1208
Phillip Ibarra,2022-08-25,coffee machine,4151
Kristi Carpenter,2022-08-7,TV,640
Sarah Stewart,2022-08-19,Microwave oven,237
Nicholas Holt,2022-08-13,Laptop,1259
Nicholas Holt,2022-08-9,Vacuum cleaner,203
Nicholas Holt,2022-08-14,Phone,1478
Meghan Moon,2022-08-4,Phone,1404
Meghan Moon,2022-08-30,TV,797
Meghan Moon,2022-08-26,coffee machine,2489
David Harris,2022-08-22,Vacuum cleaner,684
Andrew Lucas,2022-08-7,Laptop,2544
Charlene Pierce,2022-08-14,Laptop,1595
Robert Steele,2022-08-25,Microwave oven,378
Robert Steele,2022-08-19,Laptop,1546
Christopher Mendoza,2022-08-26,Microwave oven,415
Christopher Mendoza,2022-08-25,Laptop,3212
Christopher Mendoza,2022-08-8,coffee machine,4086
Cassandra Long,2022-08-16,TV,1783
Cassandra Long,2022-08-15,Vacuum cleaner,267
Kelly Rocha,2022-08-8,coffee machine,1917
Kelly Rocha,2022-08-27,Microwave oven,376
Kelly Rocha,2022-08-23,coffee machine,2012
Diane Munoz,2022-08-21,TV,2230
Diane Munoz,2022-08-30,Laptop,2435
Diane Munoz,2022-08-25,Laptop,2589
Amber Goodwin,2022-08-17,coffee machine,2988
Amber Goodwin,2022-08-2,Vacuum cleaner,164
Amber Goodwin,2022-08-26,Vacuum cleaner,332
Kelly Smith,2022-08-5,Microwave oven,339
Kathleen Wright,2022-08-19,coffee machine,1038
Kathleen Wright,2022-08-18,coffee machine,4550
Courtney Rangel,2022-08-5,TV,1075
Courtney Rangel,2022-08-28,coffee machine,4915
Joseph Burgess,2022-08-15,Vacuum cleaner,616
Joseph Burgess,2022-08-19,Microwave oven,413
Crystal Henry,2022-08-16,TV,708
Crystal Henry,2022-08-26,Phone,586
Kari Thompson,2022-08-7,Microwave oven,399
Kari Thompson,2022-08-29,Microwave oven,270
Kari Thompson,2022-08-30,Vacuum cleaner,547
Kevin Valdez,2022-08-24,Phone,964
Kevin Valdez,2022-08-14,Vacuum cleaner,161
James Lawrence,2022-08-7,coffee machine,1673
James Lawrence,2022-08-21,Laptop,1128
Scott Boyd,2022-08-30,coffee machine,4084
Scott Boyd,2022-08-25,coffee machine,3036
Sarah Miller,2022-08-25,Phone,763
Sarah Miller,2022-08-11,TV,1407
Sarah Miller,2022-08-8,Phone,1373
Deborah Clark,2022-08-5,TV,1801
Deborah Clark,2022-08-12,Laptop,793
Jessica Christensen,2022-08-7,Laptop,3497
Jessica Christensen,2022-08-19,TV,1297
Jessica Christensen,2022-08-19,Phone,681
Mark Mendoza,2022-08-22,Laptop,2077
Mark Mendoza,2022-08-19,coffee machine,115
Allison Jones,2022-08-16,TV,591
Anthony Briggs,2022-08-8,Microwave oven,507
Mitchell Bennett,2022-08-30,coffee machine,2905
Mitchell Bennett,2022-08-18,Phone,1040
Mitchell Bennett,2022-08-26,Phone,818
Jacqueline Clark,2022-08-10,TV,1075
Andrea Bennett,2022-08-27,TV,916
Kathy Stone,2022-08-5,Phone,1090
Kathy Stone,2022-08-24,Laptop,1004
Oscar George,2022-08-13,Vacuum cleaner,496
Cheryl Jones,2022-08-10,coffee machine,4874
Cheryl Jones,2022-08-6,Vacuum cleaner,190
Cheryl Jones,2022-08-12,Laptop,2782
Shannon White,2022-08-21,Microwave oven,596
Shannon White,2022-08-17,Laptop,3423
Shannon White,2022-08-29,Phone,916
Crystal Conner,2022-08-27,Microwave oven,489
Crystal Conner,2022-08-26,Vacuum cleaner,346
Crystal Conner,2022-08-19,Phone,1493
Cindy Willis,2022-08-19,TV,1088
Cindy Willis,2022-08-14,Vacuum cleaner,785
Cindy Willis,2022-08-5,coffee machine,2022
Stephanie Faulkner,2022-08-29,Vacuum cleaner,212
Theresa Smith,2022-08-29,Microwave oven,371
Theresa Smith,2022-08-24,coffee machine,3990
Joseph Knight,2022-08-7,Phone,783
Sean Taylor,2022-08-21,Microwave oven,285
Bill Woodard,2022-08-20,TV,2002
Marco Yoder,2022-08-16,Phone,1376
Marco Yoder,2022-08-18,Microwave oven,251
Melissa Velasquez,2022-08-4,Vacuum cleaner,443
Melissa Velasquez,2022-08-5,TV,2019
Melissa Velasquez,2022-08-22,Phone,343
Marisa Edwards,2022-08-20,Phone,1036
Pamela Stein,2022-08-14,TV,1808
Pamela Stein,2022-08-12,TV,1999
Pamela Stein,2022-08-23,TV,1439
Cheryl Sullivan,2022-08-15,Laptop,1860
Cheryl Sullivan,2022-08-1,Vacuum cleaner,587
Linda Jones,2022-08-30,Phone,405
Linda Jones,2022-08-20,Vacuum cleaner,412
Edward Dawson,2022-08-7,Microwave oven,540
Edward Dawson,2022-08-20,Microwave oven,213
James Bird,2022-08-26,Phone,680
Alejandro Williams,2022-08-28,Vacuum cleaner,502
Terri Rosario,2022-08-24,Phone,1220
Terri Rosario,2022-08-25,Laptop,2525
Terri Rosario,2022-08-21,Laptop,808
Briana Davis,2022-08-24,coffee machine,1713
Briana Davis,2022-08-10,Phone,814
David Harrington,2022-08-17,Microwave oven,144
David Harrington,2022-08-8,coffee machine,3428
David Harrington,2022-08-5,Phone,483
Matthew Robinson,2022-08-8,Laptop,888
Rachel Mckee,2022-08-18,Phone,228
Rachel Mckee,2022-08-14,TV,2111
Kimberly Padilla,2022-08-26,Microwave oven,414
Kimberly Padilla,2022-08-3,Phone,363
Melvin Bishop,2022-08-29,coffee machine,720
Melvin Bishop,2022-08-22,Microwave oven,184
Melvin Bishop,2022-08-16,TV,1862
James Webb,2022-08-14,Laptop,2256
Samantha Smith,2022-08-13,Microwave oven,508
Samantha Smith,2022-08-3,Vacuum cleaner,578
Jennifer Spence,2022-08-28,Phone,287
Tim Hoffman,2022-08-15,Vacuum cleaner,371
Tim Hoffman,2022-08-11,coffee machine,4932
Tim Hoffman,2022-08-26,Microwave oven,220
Jennifer Nguyen,2022-08-27,Laptop,2448
Jennifer Nguyen,2022-08-14,TV,2175
Natasha Pruitt,2022-08-1,Laptop,3309
Emily Lee,2022-08-22,Vacuum cleaner,629
Emily Lee,2022-08-12,coffee machine,3135
Emily Lee,2022-08-19,Microwave oven,422
Sally Rodriguez,2022-08-9,Phone,1470
Sally Rodriguez,2022-08-25,Laptop,674
Sally Rodriguez,2022-08-20,Microwave oven,520
Sarah Hoffman,2022-08-30,TV,2257
Sarah Hoffman,2022-08-11,Laptop,2315
Victoria Newton,2022-08-14,Microwave oven,373
Robert Matthews,2022-08-21,coffee machine,760
Robert Matthews,2022-08-5,Laptop,2433
Robert Matthews,2022-08-28,TV,2398
Thomas Rogers,2022-08-2,Phone,1104
Thomas Rogers,2022-08-17,Microwave oven,268
Thomas Rogers,2022-08-17,Vacuum cleaner,122
Tricia Kent,2022-08-22,coffee machine,4766
Tricia Kent,2022-08-27,coffee machine,2349
Christina Tanner,2022-08-24,Phone,443
Ross Donovan,2022-08-20,Vacuum cleaner,531
